Unnamed: 0,date,year,month,elevation_ft,monthly_precip_inches,snow_water_equiv_in,elev_ft_NGVD29,volume_acreft,area_acre,area_acre_prior,prior_month_vol_acft,precip_acreft,TOTAL_INFLOW_cfs_acft,evaporation_acreft
1,1950-02-01,1950,2,4197.4,1.19,,4197.4,13231625.08,879251.73,864498.36,13013628.81,85729.4207,330234.8985,197968.04920000024
2,1950-03-01,1950,3,4197.9,0.98,,4197.9,13677742.99,905185.46,879251.73,13231625.08,71805.55795,378388.328,4075.975949998945
3,1950-04-01,1950,4,4198.15,1.29,,4198.15,13905660.5,918138.01,905185.46,13677742.99,97307.43694999999,607916.9645,477306.8914500009
4,1950-05-01,1950,5,4198.35,2.18,,4198.35,14090506.69,928507.42,918138.01,13905660.5,166795.07181666666,811463.7345,793412.6163166668
5,1950-06-01,1950,6,4198.8,0.16,,4198.8,14513327.2,951733.99,928507.42,14090506.69,12380.098933333335,571448.3335000002,161007.92243333347
6,1950-07-01,1950,7,4198.65,1.06,,4198.65,14371227.16,944042.91,951733.99,14513327.2,84069.83578333333,274397.39,500567.2657833323
7,1950-08-01,1950,8,4198.3,0.03,,4198.3,14043873.91,925946.42,944042.91,14371227.16,2360.1072750000003,191770.7305,521484.08777499944
8,1950-09-01,1950,9,4197.9,1.73,,4197.9,13677742.99,905185.46,925946.42,14043873.91,133490.60888333333,223824.0905,723445.6193833333
9,1950-10-01,1950,10,4197.55,0.5800000000000001,,4197.55,13364025.42,887087.57,905185.46,13677742.99,43750.63056666667,324006.7085,681474.9090666659
10,1950-11-01,1950,11,4197.6,2.0,,4197.6,13408702.17,889570.05,887087.57,13364025.42,147847.92833333332,335838.2860000001,439009.4643333331
11,1950-12-01,1950,12,4197.9,0.49,,4197.9,13677742.99,905185.46,889570.05,13408702.17,36324.110375000004,384457.838,151741.1283749994
12,1951-01-01,1951,1,4198.3,1.6900000000000002,,4198.3,14043873.91,925946.42,905185.46,13677742.99,127480.28561666666,368931.0,130280.36561666615
13,1951-02-01,1951,2,4198.5,0.64,,4198.5,14230286.54,936381.99,925946.42,14043873.91,49383.80906666667,423110.3025,286081.48156666756
14,1951-03-01,1951,3,4198.95,1.26,,4198.95,14657010.36,959088.34,936381.99,14230286.54,98320.10895,446585.025,118181.31395000033
15,1951-04-01,1951,4,4199.2,2.6,,4199.2,14898211.77,970473.32,959088.34,14657010.36,207802.47366666666,611598.3405,578199.4041666668
16,1951-05-01,1951,5,4199.45,0.87,,4199.45,15142218.2,981546.78,970473.32,14898211.77,70359.31569999999,688681.1174999999,515034.00320000015
17,1951-06-01,1951,6,4199.9,0.09,,4199.9,15588197.28,1002131.65,981546.78,15142218.2,7361.60085,264801.217,-173816.26215000078
18,1951-07-01,1951,7,4199.55,2.17,,4199.55,15240210.22,986042.85,1002131.65,15588197.28,181218.80670833332,131581.423,660787.2897083331
19,1951-08-01,1951,8,4199.15,1.79,,4199.15,14849459.11,968281.78,986042.85,15240210.22,147084.725125,202126.58400000003,739962.4191250019
20,1951-09-01,1951,9,4198.85,0.0,,4198.85,14561254.0,954273.06,968281.78,14849459.11,0.0,187141.2415,475346.35149999894
21,1951-10-01,1951,10,4198.45,1.9,,4198.45,14183715.32,933750.38,954273.06,14561254.0,151093.2345,271622.47349999996,800254.3880000003
22,1951-11-01,1951,11,4198.35,1.59,,4198.35,14090506.69,928507.42,933750.38,14183715.32,123721.92535,271747.434,488677.9893500004
23,1951-12-01,1951,12,4198.55,2.9,,4198.55,14276984.71,938875.2,928507.42,14090506.69,224389.29316666667,310157.9115,348069.1846666653
24,1952-01-01,1952,1,4198.8,2.2,,4198.8,14513327.2,951733.99,938875.2,14276984.71,172127.12,351904.63599999994,287689.26600000076
25,1952-02-01,1952,2,4199.2,1.84,,4199.2,14898211.77,970473.32,951733.99,14513327.2,145932.54513333333,333946.027,94994.00213333406
26,1952-03-01,1952,3,4199.5,3.56,,4199.5,15191158.1,983737.08,970473.32,14898211.77,287907.08493333333,420829.2775000001,415790.0324333329
27,1952-04-01,1952,4,4200.05,1.86,,4200.05,15739920.3,1027830.01,983737.08,15191158.1,152479.2474,909819.549,513536.59640000015
28,1952-05-01,1952,5,4200.6,1.07,,4200.6,16313053.64,1056770.48,1027830.01,15739920.3,91648.17589166667,1031695.3098,550210.1456916668
29,1952-06-01,1952,6,4200.95,1.07,,4200.95,16686316.33,1075491.28,1056770.48,16313053.64,94228.70113333334,418056.34449999995,139022.3556333352
30,1952-07-01,1952,7,4200.75,1.09,,4200.75,16472048.76,1064499.26,1075491.28,16686316.33,97690.45793333334,161091.93600000002,473049.9639333319
31,1952-08-01,1952,8,4200.4,0.19,,4200.4,16102571.02,1043601.84,1064499.26,16472048.76,16854.571616666668,150027.973,536360.2846166659
32,1952-09-01,1952,9,4199.9,0.02,,4199.9,15588197.28,1002131.65,1043601.84,16102571.02,1739.3364000000001,161934.92350000003,678047.9999000002
33,1952-10-01,1952,10,4199.55,0.0,,4199.55,15240210.22,986042.85,1002131.65,15588197.28,0.0,213730.05900000004,561717.118999999
34,1952-11-01,1952,11,4199.4,1.08,,4199.4,15092909.92,979291.94,986042.85,15240210.22,88743.85650000001,261020.66599999997,497064.8224999998
35,1952-12-01,1952,12,4199.35,1.16,,4199.35,15044189.9,977159.88,979291.94,15092909.92,94664.88753333333,315515.34500000003,458900.2525333334
36,1953-01-01,1953,1,4199.6,2.73,,4199.6,15289856.82,988239.63,977159.88,15044189.9,222303.8727,351490.08450000006,328127.03720000014
37,1953-02-01,1953,2,4200.05,0.39,,4200.05,15739920.3,1027830.01,988239.63,15289856.82,32117.787975000003,296906.14800000004,-121039.54402500018
38,1953-03-01,1953,3,4200.2,0.86,,4200.2,15895026.19,1034869.34,1027830.01,15739920.3,73661.15071666667,321729.6505,240284.91121666692
39,1953-04-01,1953,4,4200.3,2.77,,4200.3,15998327.28,1039305.06,1034869.34,15895026.19,238882.33931666665,354516.90550000005,490098.1548166666
40,1953-05-01,1953,5,4200.5,1.05,,4200.5,16207528.07,1051773.52,1039305.06,15998327.28,90939.19275000002,321928.3972,203666.79994999804
41,1953-06-01,1953,6,4200.55,0.51,,4200.55,16259970.7,1054165.31,1051773.52,16207528.07,44700.3746,361070.3895000001,353328.1341000013
42,1953-07-01,1953,7,4200.5,0.81,,4200.5,16207528.07,1051773.52,1054165.31,16259970.7,71156.158425,38763.5405,162362.32892499864
43,1953-08-01,1953,8,4200.0,0.88,,4200.0,15688788.29,1025501.15,1051773.52,16207528.07,77130.05813333334,49692.62550000001,645562.4636333343
44,1953-09-01,1953,9,4199.35,0.13,,4199.35,15044189.9,977159.88,1025501.15,15688788.29,11109.595791666667,50952.148,706660.1337916646
45,1953-10-01,1953,10,4198.95,0.32,,4198.95,14657010.36,959088.34,977159.88,15044189.9,26057.596800000003,110375.8245,523612.96130000055
46,1953-11-01,1953,11,4198.75,0.96,,4198.75,14465987.72,949195.14,959088.34,14657010.36,76727.0672,156898.817,424648.524199998
47,1953-12-01,1953,12,4198.75,0.91,,4198.75,14465987.72,949195.14,949195.14,14465987.72,71980.63145,166003.08200000002,237983.7134499997
48,1954-01-01,1954,1,4198.8,0.8999999999999999,,4198.8,14513327.2,951733.99,949195.14,14465987.72,71189.6355,177211.8405,201061.99600000307
49,1954-02-01,1954,2,4199.05,0.81,,4199.05,14752769.3,963700.57,951733.99,14513327.2,64242.044325,181877.0325,6676.976824998856
50,1954-03-01,1954,3,4199.15,1.5,,4199.15,14849459.11,968281.78,963700.57,14752769.3,120462.57125,233501.58700000003,257274.3482499998
51,1954-04-01,1954,4,4199.3,0.65,,4199.3,14995102.65,974905.45,968281.78,14849459.11,52448.59641666667,242191.3005,148996.35691666603
52,1954-05-01,1954,5,4199.35,0.63,,4199.35,15044189.9,977159.88,974905.45,14995102.65,51182.536125,73458.92249999997,75554.20862499997
53,1954-06-01,1954,6,4199.05,1.83,,4199.05,14752769.3,963700.57,977159.88,15044189.9,149016.8817,56894.71400000001,497332.1956999991
54,1954-07-01,1954,7,4198.85,0.91,,4198.85,14561254.0,954273.06,963700.57,14752769.3,73080.62655833333,30295.979,294891.90555833466
55,1954-08-01,1954,8,4198.35,1.77,,4198.35,14090506.69,928507.42,954273.06,14561254.0,140755.27635,26067.35535,637569.9417000022
56,1954-09-01,1954,9,4197.7,0.5900000000000001,,4197.7,13498011.43,894795.17,928507.42,14090506.69,45651.614816666675,56420.657500000016,694567.532316668
57,1954-10-01,1954,10,4197.35,0.54,,4197.35,13187900.87,876555.56,894795.17,13498011.43,40265.78265000001,103556.5515,453932.89415000007
58,1954-11-01,1954,11,4197.15,1.61,,4197.15,13013628.81,864498.36,876555.56,13187900.87,117604.53763333336,127180.03650000002,419056.6341333315
59,1954-12-01,1954,12,4197.25,0.69,,4197.25,13100459.45,870552.98,864498.36,13013628.81,49708.655699999996,128062.69399999996,90940.7097000014
60,1955-01-01,1955,1,4197.3,1.34,,4197.3,13143891.63,873541.88,870552.98,13100459.45,97211.74943333335,139808.981,193588.5504333321
61,1955-02-01,1955,2,4197.45,1.31,,4197.45,13275915.57,882006.1,873541.88,13143891.63,95361.65523333334,128096.41349999998,91434.1287333332
62,1955-03-01,1955,3,4197.6,0.2,,4197.6,13408702.17,889570.05,882006.1,13275915.57,14700.101666666666,220654.4575,102567.9591666665
63,1955-04-01,1955,4,4197.85,2.04,,4197.85,13632729.16,902526.46,889570.05,13408702.17,151226.90850000002,286599.88200000004,213799.8004999999
64,1955-05-01,1955,5,4198.05,1.35,,4198.05,13814009.81,912886.59,902526.46,13632729.16,101534.22675,234929.707,155183.28374999948
65,1955-06-01,1955,6,4197.95,0.95,,4197.95,13723331.09,907761.33,912886.59,13814009.81,72270.188375,134897.835,297846.7433750015
66,1955-07-01,1955,7,4197.8,0.8,,4197.8,13587402.74,900027.08,907761.33,13723331.09,60517.422,28719.096499999996,225164.86849999987
67,1955-08-01,1955,8,4197.3,0.44,,4197.3,13143891.63,873541.88,900027.08,13587402.74,33000.992933333335,35290.43200000001,511802.53493333235
68,1955-09-01,1955,9,4196.95,0.97,,4196.95,12842203.5,852452.51,873541.88,13143891.63,70611.30196666667,52342.58150000001,424642.0134666674
69,1955-10-01,1955,10,4196.55,0.9,,4196.55,12505553.82,829196.85,852452.51,12842203.5,63933.93825,110718.97000000004,511302.58825000003
70,1955-11-01,1955,11,4196.4,2.24,,4196.4,12381907.21,820447.55,829196.85,12505553.82,154783.412,158255.53100000002,436685.5529999994
71,1955-12-01,1955,12,4196.45,1.09,,4196.45,12423242.26,823324.69,820447.55,12381907.21,74523.98579166667,262563.8290000001,295752.76479166746
72,1956-01-01,1956,1,4196.85,2.39,,4196.85,12757167.52,846739.08,823324.69,12423242.26,163978.83409166668,289084.41410000005,119137.98819166794
73,1956-02-01,1956,2,4197.3,1.1,,4197.3,13143891.63,873541.88,846739.08,12757167.52,77617.749,195094.2831,-114012.07790000178
74,1956-03-01,1956,3,4197.5,0.0999999999999999,,4197.5,13319907.12,884529.99,873541.88,13143891.63,7279.515666666659,320997.739,152261.76466666907
75,1956-04-01,1956,4,4197.6,1.5,,4197.6,13408702.17,889570.05,884529.99,13319907.12,110566.24875,382728.226,404499.4247499984
76,1956-05-01,1956,5,4197.75,2.33,,4197.75,13542644.08,897429.32,889570.05,13408702.17,172724.85137500003,407722.3095,446505.2508749999
77,1956-06-01,1956,6,4197.85,0.63,,4197.85,13632729.16,902526.46,897429.32,13542644.08,47115.0393,118370.5196,75400.47890000045
78,1956-07-01,1956,7,4197.5,0.08,,4197.5,13319907.12,884529.99,902526.46,13632729.16,6016.843066666667,32771.387,351610.27006666735
79,1956-08-01,1956,8,4197.05,0.03,,4197.05,12927403.6,858479.83,884529.99,13319907.12,2211.324975,40451.499,435166.3439750001
80,1956-09-01,1956,9,4196.35,0.14,,4196.35,12341119.33,817448.7,858479.83,12927403.6,10015.598016666667,46362.329,642662.1970166657
81,1956-10-01,1956,10,4196.0,1.86,,4196.0,12058321.43,798725.23,817448.7,12341119.33,126704.54849999999,119051.6535,528554.102
82,1956-11-01,1956,11,4195.9,0.56,,4195.9,11978610.79,794073.07,798725.23,12058321.43,37273.844066666665,150662.693,267647.177066667
83,1956-12-01,1956,12,4195.9,1.67,,4195.9,11978610.79,794073.07,794073.07,11978610.79,110508.50224166666,173734.76499999998,284243.26724166796
84,1957-01-01,1957,1,4196.15,1.37,,4196.15,12178589.78,805967.29,794073.07,11978610.79,90656.67549166667,166096.3065,56773.99199166708
85,1957-02-01,1957,2,4196.3,0.72,,4196.3,12300076.2,814729.51,805967.29,12178589.78,48358.0374,213507.90700000004,140379.52439999953
86,1957-03-01,1957,3,4196.55,2.1799999999999997,,4196.55,12505553.82,829196.85,814729.51,12300076.2,148009.19431666666,277005.6925,219537.26681666635
87,1957-04-01,1957,4,4196.75,3.24,,4196.75,12672714.85,840830.77,829196.85,12505553.82,223883.1495,324720.7685,381442.88800000027
88,1957-05-01,1957,5,4197.0,3.37,,4197.0,12884727.29,855220.71,840830.77,12672714.85,236133.30790833334,577995.867,602116.7349083349
89,1957-06-01,1957,6,4197.45,1.47,,4197.45,13275915.57,882006.1,855220.71,12884727.29,104764.536975,363619.187,77195.44397499971
90,1957-07-01,1957,7,4197.4,0.31,,4197.4,13231625.08,879251.73,882006.1,13275915.57,22785.157583333334,43228.399,110304.04658333398
91,1957-08-01,1957,8,4196.95,1.69,,4196.95,12842203.5,852452.51,879251.73,13231625.08,123827.951975,77798.82050000002,591048.3524749987
92,1957-09-01,1957,9,4196.3,0.33,,4196.3,12300076.2,814729.51,852452.51,12842203.5,23442.444025,105861.78887931036,671431.532904312
93,1957-10-01,1957,10,4196.0,0.78,,4196.0,12058321.43,798725.23,814729.51,12300076.2,52957.418150000005,109241.2625,403953.4506499991
94,1957-11-01,1957,11,4195.85,1.37,,4195.85,11939121.87,791732.38,798725.23,12058321.43,91187.79709166668,111196.9935,321584.350591667
95,1957-12-01,1957,12,4195.95,1.61,,4195.95,12018602.67,796320.16,791732.38,11939121.87,106224.09431666668,118036.1015,144779.395816667
96,1958-01-01,1958,1,4196.15,0.87,,4196.15,12178589.78,805967.29,796320.16,12018602.67,57733.211599999995,112839.3315,10585.433100000024
97,1958-02-01,1958,2,4196.35,2.2,,4196.35,12341119.33,817448.7,805967.29,12178589.78,147760.66983333335,148891.42750000002,134122.54733333364
98,1958-03-01,1958,3,4196.8,2.19,,4196.8,12714661.45,843685.72,817448.7,12341119.33,149184.38775,170684.14200000002,-53673.590249998495
99,1958-04-01,1958,4,4196.95,2.92,,4196.95,12842203.5,852452.51,843685.72,12714661.45,205296.85853333332,291846.2395,369601.04803333245
100,1958-05-01,1958,5,4197.4,0.3,,4197.4,13231625.08,879251.73,852452.51,12842203.5,21311.312749999997,258356.8255,-109753.4417499993
101,1958-06-01,1958,6,4197.4,0.04,,4197.4,13231625.08,879251.73,879251.73,13231625.08,2930.8391,49545.8465,52476.6855999995
102,1958-07-01,1958,7,4196.95,0.05,,4196.95,12842203.5,852452.51,879251.73,13231625.08,3663.548875,24700.525500000003,417785.6543749999
103,1958-08-01,1958,8,4196.35,0.2299999999999999,,4196.35,12341119.33,817448.7,852452.51,12842203.5,16338.673108333327,45949.761,563372.6041083336
104,1958-09-01,1958,9,4195.9,0.25,,4195.9,11978610.79,794073.07,817448.7,12341119.33,17030.181249999998,61528.170000000006,441066.89125000127
105,1958-10-01,1958,10,4195.5,0.0,,4195.5,11664767.55,775681.82,794073.07,11978610.79,0.0,66538.49100000001,380381.73099999875
106,1958-11-01,1958,11,4195.25,1.13,,4195.25,11472249.3,764418.29,775681.82,11664767.55,73043.37138333333,92248.618,357810.2393833343
107,1958-12-01,1958,12,4195.3,0.54,,4195.3,11510374.79,766596.04,764418.29,11472249.3,34398.823050000006,100200.4695,96473.80255000107
108,1959-01-01,1959,1,4195.5,1.6,,4195.5,11664767.55,775681.82,766596.04,11510374.79,102212.80533333334,95265.5215,43085.56683333218
109,1959-02-01,1959,2,4195.75,1.41,,4195.75,11860105.33,787024.43,775681.82,11664767.55,91142.61385,96893.975,-7301.191150000319
110,1959-03-01,1959,3,4195.95,0.79,,4195.95,12018602.67,796320.16,787024.43,11860105.33,51812.44164166668,99561.78250000002,-7123.115858333185
111,1959-04-01,1959,4,4196.0,1.61,,4196.0,12058321.43,798725.23,796320.16,12018602.67,106839.62146666668,130895.13200000004,198015.99346666597
112,1959-05-01,1959,5,4196.05,2.05,,4196.05,12098158.23,801026.29,798725.23,12058321.43,136448.8934583333,51461.9075,148074.0009583328
113,1959-06-01,1959,6,4195.95,1.38,,4195.95,12018602.67,796320.16,801026.29,12098158.23,92118.02335,29954.817,201628.4003500007
114,1959-07-01,1959,7,4195.7,0.19,,4195.7,11820964.87,784804.31,796320.16,12018602.67,12608.402533333336,23381.498,233627.70053333417
115,1959-08-01,1959,8,4195.3,1.76,,4195.3,11510374.79,766596.04,784804.31,11820964.87,115104.63213333335,23845.637,449540.3491333332
116,1959-09-01,1959,9,4194.8,1.66,,4194.8,11132765.99,743607.23,766596.04,11510374.79,106045.78553333334,48107.809,531762.3945333324
117,1959-10-01,1959,10,4194.5,0.22,,4194.5,10912014.75,729146.3,743607.23,11132765.99,13632.799216666666,74694.64299999998,309078.68221666664
118,1959-11-01,1959,11,4194.4,0.1,,4194.4,10839265.05,724476.65,729146.3,10912014.75,6076.219166666667,66421.46449999999,145247.38366666622
119,1959-12-01,1959,12,4194.3,1.05,,4194.3,10766978.0,719915.15,724476.65,10839265.05,63391.70687500001,68141.159,203819.91587500088
120,1960-01-01,1960,1,4194.5,0.96,,4194.5,10912014.75,729146.3,719915.15,10766978.0,57593.212,72594.11649999999,-14849.421500001103
121,1960-02-01,1960,2,4194.65,1.58,,4194.65,11021845.12,736362.44,729146.3,10912014.75,96004.26283333336,75420.604,61594.496833333746
122,1960-03-01,1960,3,4194.85,2.45,,4194.85,11170223.61,746059.29,736362.44,11021845.12,150340.66483333334,157561.306,159523.480833333
123,1960-04-01,1960,4,4195.3,1.11,,4195.3,11510374.79,766596.04,746059.29,11170223.61,69010.48432500001,162123.356,-109017.33967499994
124,1960-05-01,1960,5,4195.3,0.73,,4195.3,11510374.79,766596.04,766596.04,11510374.79,46634.59243333333,76170.367,122804.95943333395
125,1960-06-01,1960,6,4195.15,0.39,,4195.15,11395963.99,759880.94,766596.04,11510374.79,24914.371300000003,22334.21,161659.38130000047
126,1960-07-01,1960,7,4194.75,0.02,,4194.75,11095790.54,741262.74,759880.94,11395963.99,1266.4682333333333,17994.311999999998,319434.23023333587
127,1960-08-01,1960,8,4194.25,1.33,,4194.25,10731180.43,717624.18,741262.74,11095790.54,82156.62035,18789.6955,465556.42584999837
128,1960-09-01,1960,9,4193.65,0.49,,4193.65,10308242.25,692772.8,717624.18,10731180.43,29302.987350000003,22443.3025,474684.46985
129,1960-10-01,1960,10,4193.33,1.19,,4193.33,10088427.85,682243.06,692772.8,10308242.25,68699.96933333334,47385.81500000001,335900.18433333375
130,1960-11-01,1960,11,4193.2,1.73,,4193.2,10000049.07,678652.26,682243.06,10088427.85,98356.70781666668,75236.1385,261971.62631666474
131,1960-12-01,1960,12,4193.25,0.39,,4193.25,10033883.8,680047.79,678652.26,10000049.07,22056.19845,67889.2545,56110.72294999845
132,1961-01-01,1961,1,4193.35,0.09,,4193.35,10102092.12,682845.9,680047.79,10033883.8,5100.358425,58850.44500000001,-4257.516574997455
133,1961-02-01,1961,2,4193.45,2.06,,4193.45,10170593.05,685925.16,682845.9,10102092.12,117221.8795,76878.4765,125599.42599999905
134,1961-03-01,1961,3,4193.65,1.85,,4193.65,10308242.25,692772.8,685925.16,10170593.05,105746.79550000001,91611.9145,59709.51000000164
135,1961-04-01,1961,4,4193.77,0.95,,4193.77,10391722.53,697256.48,692772.8,10308242.25,54844.513333333336,73637.4375,45001.67083333433
136,1961-05-01,1961,5,4193.6,0.24,,4193.6,10273782.88,691046.42,697256.48,10391722.53,13945.1296,14244.901949999998,146129.681549998
137,1961-06-01,1961,6,4193.32,0.09,,4193.32,10081433.64,681967.75,691046.42,10273782.88,5182.84815,10249.141200000002,207781.22935000062
138,1961-07-01,1961,7,4192.92,0.54,,4192.92,9810846.3,671693.23,681967.75,10081433.64,30688.548750000005,10413.375000000002,311689.2637499999
139,1961-08-01,1961,8,4192.35,1.2,,4192.35,9432434.05,655889.02,671693.23,9810846.3,67169.32299999999,9627.909,455209.4820000008
140,1961-09-01,1961,9,4191.8,1.1,,4191.8,9074406.05,646168.83,655889.02,9432434.05,60123.160166666676,20378.479,438529.6391666662
141,1961-10-01,1961,10,4191.7,1.6,,4191.7,9010132.39,644424.58,646168.83,9074406.05,86155.844,44535.5255,194965.02950000018
142,1961-11-01,1961,11,4191.6,1.15,,4191.6,8945739.32,642083.27,644424.58,9010132.39,61757.35558333332,56047.7595,182198.1850833334
143,1961-12-01,1961,12,4191.8,0.88,,4191.8,9074406.05,646168.83,642083.27,8945739.32,47086.10646666667,63410.5115,-18170.112033335492
144,1962-01-01,1962,1,4192.05,0.8400000000000001,,4192.05,9236423.23,649965.05,646168.83,9074406.05,45231.818100000004,60351.9545,-56433.40739999898
145,1962-02-01,1962,2,4192.2,1.43,,4192.2,9334364.77,652626.28,649965.05,9236423.23,77454.16845833333,197173.7845,176686.41295833327
146,1962-03-01,1962,3,4193.02,2.34,,4193.02,9878193.93,674021.82,652626.28,9334364.77,127262.1246,138622.848,-277944.18740000017
147,1962-04-01,1962,4,4193.35,2.98,,4193.35,10102092.12,682845.9,674021.82,9878193.93,167382.08529999998,268353.6655,211837.56080000103
148,1962-05-01,1962,5,4193.62,2.12,,4193.62,10287623.75,691702.27,682845.9,10102092.12,120636.109,214676.1885,149780.66749999858
149,1962-06-01,1962,6,4193.83,0.49,,4193.83,10433664.64,699554.58,691702.27,10287623.75,28244.509358333333,79205.122,-38591.258641667664
150,1962-07-01,1962,7,4193.52,2.5199999999999996,,4193.52,10218563.83,688151.94,699554.58,10433664.64,146906.46179999996,25472.107,387479.378800001
151,1962-08-01,1962,8,4192.98,0.26,,4192.98,9851226.63,673069.42,688151.94,10218563.83,14909.9587,17204.680650000002,399451.83934999816
152,1962-09-01,1962,9,4192.42,0.27,,4192.42,9478288.83,657597.9,673069.42,9851226.63,15144.061950000003,21764.9455,409846.8074500002
153,1962-10-01,1962,10,4192.02,0.93,,4192.02,9217070.64,649508.46,657597.9,9478288.83,50963.837250000004,49527.995,361710.0222499985
154,1962-11-01,1962,11,4191.9,0.44,,4191.9,9139161.12,647696.66,649508.46,9217070.64,23815.3102,71576.58099999999,173301.41120000184
155,1962-12-01,1962,12,4191.9,0.2799999999999999,,4191.9,9139161.12,647696.66,647696.66,9139161.12,15112.922066666664,67200.98000000001,82313.90206666663
156,1963-01-01,1963,1,4191.95,0.53,,4191.95,9171755.47,648470.81,647696.66,9139161.12,28606.602483333336,65237.315,61249.56748333201
157,1963-02-01,1963,2,4192.1,0.6699999999999999,,4192.1,9269132.61,650805.41,648470.81,9171755.47,36206.28689166666,116558.394,55387.54089166783
158,1963-03-01,1963,3,4192.35,2.1100000000000003,,4192.35,9432434.05,655889.02,650805.41,9269132.61,114433.2845916667,78316.51399999998,29448.358591666445
159,1963-04-01,1963,4,4192.48,3.86,,4192.48,9517827.27,659082.06,655889.02,9432434.05,210977.63476666666,130012.4745,255596.8892666679
160,1963-05-01,1963,5,4192.8,0.23,,4192.8,9730317.76,669211.0,659082.06,9517827.27,12632.406150000003,138909.6621,-60948.42174999975
161,1963-06-01,1963,6,4192.88,1.67,,4192.88,9783970.45,670837.89,669211.0,9730317.76,93131.86416666667,90479.336,129958.51016666554
162,1963-07-01,1963,7,4192.65,0.0,,4192.65,9630263.75,664899.3,670837.89,9783970.45,0.0,15318.5705,169025.2704999987
163,1963-08-01,1963,8,4192.02,0.54,,4192.02,9217070.64,649508.46,664899.3,9630263.75,29920.468500000006,16560.241500000004,459673.81999999844
164,1963-09-01,1963,9,4191.6,1.08,,4191.6,8945739.32,642083.27,649508.46,9217070.64,58455.7614,40616.129499999995,370403.21089999937
165,1963-10-01,1963,10,4191.42,1.05,,4191.42,8832865.57,624531.46,642083.27,8945739.32,56182.286125000006,91824.149,260880.18512500077
166,1963-11-01,1963,11,4191.4,1.56,,4191.4,8820366.74,624126.81,624531.46,8832865.57,81189.0898,155982.44,249670.35979999974
167,1963-12-01,1963,12,4191.73,0.79,,4191.73,9029333.85,644923.57,624126.81,8820366.74,41088.348325000006,133114.6685,-34764.09317499958
168,1964-01-01,1964,1,4191.85,0.94,,4191.85,9106922.62,646917.05,644923.57,9029333.85,50519.01298333333,136197.0275,109127.27048333362
169,1964-02-01,1964,2,4191.98,0.35,,4191.98,9191076.84,648907.95,646917.05,9106922.62,18868.413958333334,140767.0115,75481.20545833185
170,1964-03-01,1964,3,4192.08,2.26,,4192.08,9256107.38,650455.77,648907.95,9191076.84,122210.99724999999,164342.8925,221523.34974999912
171,1964-04-01,1964,4,4192.6,2.69,,4192.6,9597199.06,662811.08,650455.77,9256107.38,145810.50177499998,403999.2800000001,208718.10177499987
172,1964-05-01,1964,5,4193.18,2.77,,4193.18,9986467.71,678153.3,662811.08,9597199.06,152998.89096666666,476208.2008000001,239938.44176666625
173,1964-06-01,1964,6,4193.65,2.61,,4193.65,10308242.25,692772.8,678153.3,9986467.71,147498.34275,478529.2925,304253.0952500012
174,1964-07-01,1964,7,4194.08,0.26,,4194.08,10609854.58,710289.54,692772.8,10308242.25,15010.077333333335,39642.23100000001,-246960.0216666665
175,1964-08-01,1964,8,4193.48,0.17,,4193.48,10191036.97,686867.09,710289.54,10609854.58,10062.435150000001,26303.1935,455183.23864999786
176,1964-09-01,1964,9,4192.9,0.13,,4192.9,9797404.15,671229.76,686867.09,10191036.97,7441.060141666667,33267.262,434341.14214166626
177,1964-10-01,1964,10,4192.55,0.45,,4192.55,9563912.71,660968.93,671229.76,9797404.15,25171.115999999998,91058.518,349721.0739999991
178,1964-11-01,1964,11,4192.4,1.42,,4192.4,9465129.93,657066.67,660968.93,9563912.71,78214.65671666668,134126.2535,311123.69021666795
179,1964-12-01,1964,12,4192.45,3.82,,4192.45,9498207.32,658323.45,657066.67,9465129.93,209166.22328333333,242362.6749,418451.508183334
180,1965-01-01,1965,1,4193.02,2.13,,4193.02,9878193.93,674021.82,658323.45,9498207.32,116852.41237499999,226612.8915,-36521.30612500012
181,1965-02-01,1965,2,4193.48,1.13,,4193.48,10191036.97,686867.09,674021.82,9878193.93,63470.388049999994,255794.1435,6421.491549998522
182,1965-03-01,1965,3,4193.67,0.14,,4193.67,10322118.34,693539.52,686867.09,10191036.97,8013.449383333334,210191.495,87123.57438333333
183,1965-04-01,1965,4,4193.75,2.3,,4193.75,10377771.96,696481.34,693539.52,10322118.34,132928.408,383349.0615,460623.8494999986
184,1965-05-01,1965,5,4194.15,2.02,,4194.15,10659560.47,713338.97,696481.34,10377771.96,117241.02556666666,434376.5825,269829.0980666671
185,1965-06-01,1965,6,4194.23,1.87,,4194.23,10716822.03,716836.57,713338.97,10659560.47,111161.98949166668,343090.55705,396990.9865416698
186,1965-07-01,1965,7,4194.12,1.5,,4194.12,10638331.38,712060.94,716836.57,10716822.03,89604.57125,108455.7965,276551.01774999686
187,1965-08-01,1965,8,4193.8,2.08,,4193.8,10412505.94,698397.63,712060.94,10638331.38,123423.89626666666,159548.77300000002,508798.10926666856
188,1965-09-01,1965,9,4193.7,1.93,,4193.7,10343129.82,694676.48,698397.63,10412505.94,112325.618825,244603.2365,426304.97532499954
189,1965-10-01,1965,10,4193.77,0.39,,4193.77,10391722.53,697256.48,694676.48,10343129.82,22576.9856,277001.7255,250986.00110000186
