Unnamed: 0,date,year,month,elevation_ft,monthly_precip_inches,snow_water_equiv_in,elev_ft_NGVD29,volume_km3,area_acre,area_acre_prior,prior_month_vol_km3,precip_km3,inflow_km3,evaporation_km3
169,1964-02-01,1964,2,4191.98,0.35,,4191.98,11.3370094606032,648907.95,646917.05,11.233206913317598,0.023273811249325,0.17363329334501998,0.09310455730874317
170,1964-03-01,1964,3,4192.08,2.26,,4192.08,11.4172233310824,650455.77,648907.95,11.3370094606032,0.15074482088792998,0.2027136710409,0.2732446214496289
171,1964-04-01,1964,4,4192.6,2.69,,4192.6,11.837953096528802,662811.08,650455.77,11.4172233310824,0.17985433772942697,0.4983250318944001,0.25744960417742685
172,1964-05-01,1964,5,4193.18,2.77,,4193.18,12.3181081909308,678153.3,662811.08,11.837953096528802,0.18872107202956398,0.5873932915227842,0.2959592691503475
173,1964-06-01,1964,6,4193.65,2.61,,4193.65,12.715010650530001,692772.8,678153.3,12.3181081909308,0.18193625581527,0.5902563117128999,0.37529010792897144
174,1964-07-01,1964,7,4194.08,0.26,,4194.08,13.0870434273384,710289.54,692772.8,12.715010650530001,0.01851463018912,0.04889789909388001,-0.3046202475253998
175,1964-08-01,1964,8,4193.48,0.17,,4193.48,12.570440281755602,686867.09,710289.54,13.0870434273384,0.012411812508822001,0.03244446311838,0.5614594212099994
176,1964-09-01,1964,9,4192.9,0.13,,4192.9,12.084902070942,671229.76,686867.09,12.570440281755602,0.009178398863543,0.04103450233176,0.5357511120089025
177,1964-10-01,1964,10,4192.55,0.45,,4192.55,11.796895049530802,660968.93,671229.76,12.084902070942,0.031048068163679998,0.11231886078264,0.43137395035751885
178,1964-11-01,1964,11,4192.4,1.42,,4192.4,11.6750484660564,657066.67,660968.93,11.796895049530802,0.09647621476687401,0.16544205116718,0.38376484940845557
179,1964-12-01,1964,12,4192.45,3.82,,4192.45,11.7158487650736,658323.45,657066.67,11.6750484660564,0.258002353095526,0.298949512235652,0.5161515663139788
180,1965-01-01,1965,1,4193.02,2.13,,4193.02,12.1845546487764,674021.82,658323.45,11.7158487650736,0.14413511361631498,0.27952246940742,-0.045048300679065144
181,1965-02-01,1965,2,4193.48,1.13,,4193.48,12.570440281755602,686867.09,674021.82,12.1845546487764,0.078289454251914,0.31551696012438,0.007920781397092177
182,1965-03-01,1965,3,4193.67,0.14,,4193.67,12.7321265300232,693539.52,686867.09,12.570440281755602,0.009884429545354,0.2592670052526,0.10746518653035399
183,1965-04-01,1965,4,4193.75,2.3,,4193.75,12.8007741572208,696481.34,693539.52,12.7321265300232,0.16396453269984,0.47285340037902,0.5681703058812583
184,1965-05-01,1965,5,4194.15,2.02,,4194.15,13.148354648535602,713338.97,696481.34,12.8007741572208,0.144614460215972,0.5357948269821,0.3328287958832725
185,1965-06-01,1965,6,4194.23,1.87,,4194.23,13.2189856375644,716836.57,713338.97,13.148354648535602,0.13711609079818102,0.42319534031003403,0.4896804420794189
186,1965-07-01,1965,7,4194.12,1.5,,4194.12,13.1221689906024,712060.94,716836.57,13.2189856375644,0.11052544654544999,0.13377805586681998,0.3411201493742661
187,1965-08-01,1965,8,4193.8,2.08,,4193.8,12.8436178268712,698397.63,712060.94,13.1221689906024,0.152240907567008,0.19680022052004,0.6275922918182504
188,1965-09-01,1965,9,4193.7,1.93,,4193.7,12.7580437703736,694676.48,698397.63,12.8436178268712,0.138551404308261,0.30171320015802,0.5258386609638804
189,1965-10-01,1965,10,4193.77,0.39,,4193.77,12.8179819063044,697256.48,694676.48,12.7580437703736,0.027848260197888,0.34167608836974,0.3095862126368303
190,1965-11-01,1965,11,4193.83,1.13,,4193.83,12.869716660147201,699554.58,697256.48,12.8179819063044,0.08098822274449599,0.37931714598804,0.4085706148897336
191,1965-12-01,1965,12,4194.25,1.81,,4194.25,13.2366964367964,717624.18,699554.58,12.869716660147201,0.13015205965354198,0.3781599006026998,0.14133218360704447
192,1966-01-01,1966,1,4194.55,0.41,,4194.55,13.5046156813416,731404.31,717624.18,13.2366964367964,0.030243481679502002,0.38611137523770006,0.14843561237200212
193,1966-02-01,1966,2,4194.85,1.1900000000000002,,4194.85,13.778247418462799,746059.29,731404.31,13.5046156813416,0.089465448339631,0.35324609561556003,0.16907980683399307
194,1966-03-01,1966,3,4195.27,1.21,,4195.27,14.169676248887999,765243.23,746059.29,13.778247418462799,0.09279179564711101,0.48023236884029996,0.181595334062211
195,1966-04-01,1966,4,4195.58,1.43,,4195.58,14.4650582965584,779359.81,765243.23,14.169676248887999,0.11248287280473099,0.39935730867582003,0.21645813381015008
196,1966-05-01,1966,5,4195.58,0.51,,4195.58,14.4650582965584,779359.81,779359.81,14.4650582965584,0.040856301383649006,0.23441191884738002,0.27526822023102887
197,1966-06-01,1966,6,4195.27,0.07,,4195.27,14.169676248887999,765243.23,779359.81,14.4650582965584,0.005607727640893,0.0399408687435,0.34093064405479356
198,1966-07-01,1966,7,4194.73,0.3299999999999999,,4194.73,13.6681457848524,740221.92,765243.23,14.169676248887999,0.02595758603186099,0.033768077819160004,0.5612561278866207
199,1966-08-01,1966,8,4194.2,0.22,,4194.2,13.192675077446399,715526.15,740221.92,13.6681457848524,0.016739230454496,0.033268969872840004,0.5254789077333378
200,1966-09-01,1966,9,4193.6,0.8300000000000001,,4193.6,12.6725057068224,691046.42,715526.15,13.192675077446399,0.06104561435555501,0.04770640120242001,0.6289213861819725
201,1966-10-01,1966,10,4193.35,1.18,,4193.35,12.460728588177599,682845.9,691046.42,12.6725057068224,0.083818540583924,0.10060695029718,0.3962026095259049
202,1966-11-01,1966,11,4193.25,0.75,,4193.25,12.376594989624001,680047.79,682845.9,12.460728588177599,0.052642297545750005,0.13814525039712006,0.27492114649646915
203,1966-12-01,1966,12,4193.35,0.8600000000000001,,4193.35,12.460728588177599,682845.9,680047.79,12.376594989624001,0.060115816607326004,0.16735285168716,0.14333506974088925
204,1967-01-01,1967,1,4193.5,2.0500000000000003,,4193.5,12.587408846732401,687465.07,682845.9,12.460728588177599,0.14388894662505003,0.17999691966060002,0.19720560773084944
205,1967-02-01,1967,2,4193.77,0.6699999999999999,,4193.77,12.8179819063044,697256.48,687465.07,12.587408846732401,0.04734523814535099,0.17106924860118,-0.01215857282546733
206,1967-03-01,1967,3,4193.95,1.94,,4193.95,12.973719031192799,704453.98,697256.48,12.8179819063044,0.139041727543648,0.25506373343016003,0.23836833608540794
207,1967-04-01,1967,4,4194.08,2.08,,4194.08,13.0870434273384,710289.54,704453.98,12.973719031192799,0.15061451517673602,0.34182533143211996,0.3791154504632562
208,1967-05-01,1967,5,4194.35,2.15,,4194.35,13.325580919252799,722129.5,710289.54,13.0870434273384,0.15697292290569,0.51566169320628,0.4340971241975695
209,1967-06-01,1967,6,4194.65,2.73,,4194.65,13.5952255186176,736362.44,722129.5,13.325580919252799,0.20264159726265,0.6401083877629801,0.5731053856608306
210,1967-07-01,1967,7,4195.05,1.14,,4195.05,13.96315857795,755322.79,736362.44,13.5952255186176,0.086287392536664,0.13589926463868,-0.1457464021570561
211,1967-08-01,1967,8,4194.52,0.07,,4194.52,13.477767792665999,730137.91,755322.79,13.96315857795,0.005434774070887,0.14424708970164,0.6350726490565275
212,1967-09-01,1967,9,4194.05,0.73,,4194.05,13.0605442557936,708924.22,730137.91,13.477767792665999,0.054787139311297,0.1842784829256,0.6562891591092973
213,1967-10-01,1967,10,4193.83,0.66,,4193.83,12.869716660147201,699554.58,708924.22,13.0605442557936,0.048094411578708,0.28942389028368,0.5283458975087884
214,1967-11-01,1967,11,4193.83,0.6599999999999999,,4193.83,12.869716660147201,699554.58,699554.58,12.869716660147201,0.047458762083611994,0.31739350813824,0.36485227022185246
215,1967-12-01,1967,12,4193.9,1.64,,4193.9,12.930083356369199,702385.85,699554.58,12.869716660147201,0.11792783305624799,0.31238530242198004,0.36994643925622944
216,1968-01-01,1968,1,4194.08,0.46,,4194.08,13.0870434273384,710289.54,702385.85,12.930083356369199,0.03321119109989,0.30051680905140005,0.17676792918208808
217,1968-02-01,1968,2,4194.3,2.32,,4194.3,13.28085202344,719915.15,710289.54,13.0870434273384,0.169384735414512,0.23677289516208005,0.21234903447499337
218,1968-03-01,1968,3,4194.98,2.21,,4194.98,13.898248358147999,752113.77,719915.15,13.28085202344,0.16354017297338502,0.37974285570696004,-0.07411330602765416
219,1968-04-01,1968,4,4195.35,2.82,,4195.35,14.2454473957728,768997.64,752113.77,13.898248358147999,0.218013563859606,0.32990790590994,0.20072243214474805
220,1968-05-01,1968,5,4195.42,2.18,,4195.42,14.3118124682304,772148.03,768997.64,14.2454473957728,0.17231868296600802,0.20678482605402002,0.3127384365624273
221,1968-06-01,1968,6,4195.5,1.5799999999999998,,4195.5,14.388257477574001,775681.82,772148.03,14.3118124682304,0.125403171685846,0.35954366352648004,0.4085018258687263
222,1968-07-01,1968,7,4195.32,0.09,,4195.32,14.216759660664001,767565.84,775681.82,14.388257477574001,0.007175910085001999,0.04409765502192001,0.222771382016922
223,1968-08-01,1968,8,4194.82,3.66,,4194.82,13.750417975742401,744597.23,767565.84,14.216759660664001,0.288767019258576,0.13552738028652,0.8906360844666956
224,1968-09-01,1968,9,4194.6,0.56,,4194.6,13.5500682968748,733888.21,744597.23,13.750417975742401,0.042860803592152004,0.07661306976012001,0.31982355221987396
225,1968-10-01,1968,10,4194.25,1.64,,4194.25,13.2366964367964,717624.18,733888.21,13.5500682968748,0.12371564533367599,0.21461152370244,0.6516990291145176
226,1968-11-01,1968,11,4194.42,1.32,,4194.42,13.3879168786296,725318.43,717624.18,13.2366964367964,0.09736925809010401,0.31417621917054,0.2603250354274444
227,1968-12-01,1968,12,4194.62,2.27,,4194.62,13.5682018343724,734912.22,725318.43,13.3879168786296,0.169240942822719,0.3347081499819,0.32366413706181707
228,1969-01-01,1969,1,4195.0,1.69,,4195.0,13.916831104392001,752944.33,734912.22,13.5682018343724,0.127665349788522,0.45797313307746,0.2370092128463824
229,1969-02-01,1969,2,4195.6,2.84,,4195.6,14.484313486759198,780179.94,752944.33,13.916831104392001,0.21980221941318798,0.36974112391992003,0.022060960965910554
230,1969-03-01,1969,3,4196.18,0.57,,4196.18,15.052171722817201,807465.9,780179.94,14.484313486759198,0.04571097673858199,0.60880404377688,0.08665678445745931
231,1969-04-01,1969,4,4196.85,1.38,,4196.85,15.735710992569599,846739.08,807465.9,15.052171722817201,0.11453919940817998,0.7696684921618802,0.2006684218176625
232,1969-05-01,1969,5,4197.08,0.18,,4197.08,15.9777815289132,860302.42,846739.08,15.735710992569599,0.015666535805976,0.42828844330932,0.2018844427716956
233,1969-06-01,1969,6,4196.8,2.83,,4196.8,15.683280605345999,843685.72,860302.42,15.9777815289132,0.25025827467759404,0.16855658261651998,0.7133157808613153
234,1969-07-01,1969,7,4196.6,1.51,,4196.6,15.47688554232,832173.88,843685.72,15.683280605345999,0.130950907289788,0.08906140912716,0.426407379442948
235,1969-08-01,1969,8,4196.15,0.34,,4196.15,15.022046921834399,805967.29,832173.88,15.47688554232,0.029083312062568003,0.04346887687386,0.527390809422029
236,1969-09-01,1969,9,4195.58,0.18,,4195.58,14.4650582965584,779359.81,805967.29,15.022046921834399,0.014912167993038,0.058637843869860005,0.630538637138898
237,1969-10-01,1969,10,4195.18,1.96,,4195.18,14.085092664495601,761266.54,779359.81,14.4650582965584,0.157016373945004,0.19514142058080003,0.7321234265886044
238,1969-11-01,1969,11,4195.3,0.92,,4195.3,14.1978170959692,766596.04,761266.54,14.085092664495601,0.07199054063487201,0.25526190864414006,0.21452801780541433
239,1969-12-01,1969,12,4195.5,1.69,,4195.5,14.388257477574001,775681.82,766596.04,14.1978170959692,0.133169307748204,0.2843324999097,0.22706142605310262
240,1970-01-01,1970,1,4195.7,1.24,,4195.7,14.5809237478476,784804.31,775681.82,14.388257477574001,0.098868094504472,0.34034513384622,0.24654695807709434
241,1970-02-01,1970,2,4196.18,0.94,,4196.18,15.052171722817201,807465.9,784804.31,14.5809237478476,0.07582983292340599,0.24666942282318005,-0.14874871922301422
242,1970-03-01,1970,3,4196.33,1.01,,4196.33,15.202350786825601,816416.56,807465.9,15.052171722817201,0.08382941405961,0.2568473103559801,0.19049766040719016
243,1970-04-01,1970,4,4196.35,3.25,,4196.35,15.2225238711684,817448.7,816416.56,15.202350786825601,0.2727382391578,0.2437432801575,0.49630843497250077
244,1970-05-01,1970,5,4196.35,0.89,,4196.35,15.2225238711684,817448.7,817448.7,15.2225238711684,0.07478274116697001,0.39789423734297996,0.47267697850995166
245,1970-06-01,1970,6,4196.4,1.63,,4196.4,15.272834905390802,820447.55,817448.7,15.2225238711684,0.13696164955299,0.3195538626313801,0.4062044779619687
246,1970-07-01,1970,7,4196.15,0.86,,4196.15,15.022046921834399,805967.29,820447.55,15.272834905390802,0.07252707115147002,0.045954630175139996,0.3692696848830109
247,1970-08-01,1970,8,4195.6,0.57,,4195.6,14.484313486759198,780179.94,805967.29,15.022046921834399,0.04722186531128699,0.03969376137792,0.6246490617644062
248,1970-09-01,1970,9,4195.18,2.8,,4195.18,14.085092664495601,761266.54,780179.94,14.484313486759198,0.22454514889127997,0.12128078434818,0.7450467555030584
249,1970-10-01,1970,10,4194.88,1.61,,4194.88,13.8056801123412,747484.8,761266.54,14.085092664495601,0.12598344611102602,0.21330748186229997,0.6187034801277279
250,1970-11-01,1970,11,4195.02,2.27,,4195.02,13.9354360286064,753918.12,747484.8,13.8056801123412,0.17441309508384,0.22521756756174,0.2698747463803794
251,1970-12-01,1970,12,4195.38,2.8,,4195.38,14.273723308914,770358.02,753918.12,13.9354360286064,0.21698668195343998,0.34572033069947994,0.22441973234531815
252,1971-01-01,1971,1,4195.73,1.06,,4195.73,14.6097792732408,786035.49,770358.02,14.273723308914,0.083936206928348,0.4692104016924001,0.21709064429394787
253,1971-02-01,1971,2,4196.38,2.13,,4196.38,15.2525904395604,819201.22,786035.49,14.6097792732408,0.172096732476423,0.44825276116212,-0.02246167268105668
254,1971-03-01,1971,3,4196.75,1.01,,4196.75,15.631540313178,840830.77,819201.22,15.2525904395604,0.08504775033783799,0.5555756492664,0.26167352598663757
255,1971-04-01,1971,4,4197.02,2.16,,4197.02,15.9141890234604,856698.54,840830.77,15.631540313178,0.18668662887232804,0.8089022913147601,0.7129402099046862
256,1971-05-01,1971,5,4197.65,1.34,,4197.65,16.594097273467202,892225.19,856698.54,15.9141890234604,0.11800045752164402,0.9879034416902999,0.4259956492051424
257,1971-06-01,1971,6,4197.95,0.64,,4197.95,16.9274544328932,907761.33,892225.19,16.594097273467202,0.058695569459264,0.99583289685708,0.7211713068903465
258,1971-07-01,1971,7,4197.9,0.94,,4197.9,16.871222423305202,905185.46,907761.33,16.9274544328932,0.08771025988405798,0.38820077811102,0.532143047583078
259,1971-08-01,1971,8,4197.4,2.15,,4197.4,16.3209449036784,879251.73,905185.46,16.871222423305202,0.20004462888181,0.20276749640765998,0.9530896449162697
260,1971-09-01,1971,9,4197.05,1.75,,4197.05,15.945693792528,858479.83,879251.73,16.3209449036784,0.158161999321725,0.36063485050716004,0.8940479609792866
261,1971-10-01,1971,10,4196.92,3.23,,4196.92,15.8088044147268,850710.7,858479.83,15.945693792528,0.285025347774011,0.46836876868488,0.8902834942600896
262,1971-11-01,1971,11,4197.3,1.03,,4197.3,16.2127274477724,873541.88,850710.7,15.8088044147268,0.09006788943859,0.45523048598028004,0.1413753423732701
263,1971-12-01,1971,12,4197.62,1.35,,4197.62,16.5613469486304,890651.1,873541.88,16.2127274477724,0.12121834929102,0.48427661117004,0.2568754596030608
264,1972-01-01,1972,1,4197.92,1.22,,4197.92,16.893586599846,906146.62,890651.1,16.5613469486304,0.11169103241418,0.53489202878508,0.3143434099836616
265,1972-02-01,1972,2,4198.32,0.48,,4198.32,17.3457142779876,926914.22,906146.62,16.893586599846,0.044708549313504,0.48117675936618,0.07375763053808526
266,1972-03-01,1972,3,4198.8,1.1800000000000002,,4198.8,17.901898834656,951733.99,926914.22,17.3457142779876,0.112427464955084,0.71610001919778,0.27234292748446526
267,1972-04-01,1972,4,4199.12,3.62,,4199.12,18.280962903852,966932.72,951733.99,17.901898834656,0.35414002733220207,0.79852867517556,0.773604633311761
268,1972-05-01,1972,5,4199.55,0.14,,4199.55,18.7984945021656,986042.85,966932.72,18.280962903852,0.013914742000432,0.7530976190225399,0.24948076270937214
269,1972-06-01,1972,6,4199.45,0.15,,4199.45,18.677623305336,981546.78,986042.85,18.7984945021656,0.015203301682724999,0.52047172370856,0.6565462222208865
270,1972-07-01,1972,7,4199.08,0.06,,4199.08,18.2332562393016,965105.85,981546.78,18.677623305336,0.006053591610972,0.25241161081344,0.7028322684588106
271,1972-08-01,1972,8,4198.5,0.21,,4198.5,17.552773841359198,936381.99,965105.85,18.2332562393016,0.020832678367514998,0.16131462417972,0.8626297004896365
272,1972-09-01,1972,9,4198.02,1.36,,4198.02,17.0057934507768,911345.31,936381.99,17.552773841359198,0.13090095846285602,0.31357190709828,0.9914532561435335
273,1972-10-01,1972,10,4197.92,2.74,,4197.92,16.893586599846,906146.62,911345.31,17.0057934507768,0.25667548529682604,0.35901274968162,0.7278950859092486
274,1972-11-01,1972,11,4198.18,1.36,,4198.18,17.1866687747172,919705.9,906146.62,16.893586599846,0.126674223054928,0.39801412111440004,0.2316061692981248
275,1972-12-01,1972,12,4198.42,3.22,,4198.42,17.460488851899598,932176.06,919705.9,17.1866687747172,0.30440775366442,0.38819588489586,0.4187835613778824
276,1973-01-01,1973,1,4198.7,1.49,,4198.7,17.785269957925202,946698.07,932176.06,17.460488851899598,0.142769382039026,0.42919858132908,0.2471868573425065
277,1973-02-01,1973,2,4199.08,0.91,,4199.08,18.2332562393016,965105.85,946698.07,17.785269957925202,0.088553096099923,0.41235368814078,0.05292050286430229
278,1973-03-01,1973,3,4199.58,2.67,,4199.58,18.8353394995452,987404.91,965105.85,18.2332562393016,0.26487262495840497,0.58694849826474,0.2497378629795458
279,1973-04-01,1973,4,4200.17,1.64,,4200.17,19.5675803341464,1033482.82,987404.91,18.8353394995452,0.166452375146196,0.58325656742652,0.017468107971516482
280,1973-05-01,1973,5,4200.4,1.7399999999999998,,4200.4,19.862199301749598,1043601.84,1033482.82,19.5675803341464,0.184843156377972,0.6388532780744401,0.5290774668492112
281,1973-06-01,1973,6,4200.4,0.19,,4200.4,19.862199301749598,1043601.84,1043601.84,19.862199301749598,0.020381648295384,0.20838246080376002,0.22876410909914557
282,1973-07-01,1973,7,4200.0,1.07,,4200.0,19.351806579949198,1025501.15,1043601.84,19.862199301749598,0.11478086145295201,0.12916130736336,0.7543348906167134
283,1973-08-01,1973,8,4199.58,1.16,,4199.58,18.8353394995452,987404.91,1025501.15,19.351806579949198,0.12227706532185999,0.04837677167934,0.6871209174051988
284,1973-09-01,1973,9,4199.15,4.07,,4199.15,18.3165108230028,968281.78,987404.91,18.8353394995452,0.4130860773445231,0.26564531121366003,1.1975600651005833
285,1973-10-01,1973,10,4199.2,0.67,,4199.2,18.3766462540596,970473.32,968281.78,18.3165108230028,0.066684888391354,0.32124936168432,0.327798819018872
286,1973-11-01,1973,11,4199.23,2.52,,4199.23,18.412326019887598,971808.36,970473.32,18.3766462540596,0.25138248045825595,0.30317871809844005,0.518881432728696
287,1973-12-01,1973,12,4199.4,2.26,,4199.4,18.6168025281216,979291.94,971808.36,18.412326019887598,0.22575632979314397,0.35257572513864,0.3738555466977837
288,1974-01-01,1974,1,4199.62,1.8,,4199.62,18.8841485498412,989189.03,979291.94,18.6168025281216,0.18119055332268,0.42023176454838007,0.33407629615145856
289,1974-02-01,1974,2,4199.95,1.65,,4199.95,19.2899685887832,1004483.52,989189.03,18.8841485498412,0.167769921649605,0.38545323779867996,0.14740312050628476
290,1974-03-01,1974,3,4200.38,0.97,,4200.38,19.8364404155616,1042702.74,1004483.52,19.2899685887832,0.100153335190176,0.6754961198001,0.22917762821187468
291,1974-04-01,1974,4,4200.88,4.57,,4200.88,20.4891195822336,1071887.51,1042702.74,19.8364404155616,0.489809924925822,0.66748837319076,0.5046191314445823
292,1974-05-01,1974,5,4201.2,0.3899999999999999,,4201.2,20.9175504073728,1098709.07,1071887.51,20.4891195822336,0.04296993368963099,0.7314255690788999,0.3459646776293339
293,1974-06-01,1974,6,4201.27,0.28,,4201.27,21.0123342916296,1102287.16,1098709.07,20.9175504073728,0.031622165485484,0.45609169184844,0.39292997307712546
294,1974-07-01,1974,7,4200.73,0.18,,4200.73,20.2916682606612,1063547.62,1102287.16,21.0123342916296,0.020394737491751996,0.13697087875872002,0.8780316472188695
295,1974-08-01,1974,8,4200.02,0.32,,4200.02,19.3771407543036,1026385.0,1063547.62,20.2916682606612,0.034983059155136005,0.13750913242632,1.0870196979390534
296,1974-09-01,1974,9,4199.5,0.03,,4199.5,18.737989693188,983737.08,1026385.0,19.3771407543036,0.0031650634245000003,0.18291816911112,0.8252342936512206
297,1974-10-01,1974,10,4199.2,2.03,,4199.2,18.3766462540596,970473.32,983737.08,18.737989693188,0.20527021893999597,0.21968823443094002,0.7863018924993369
298,1974-11-01,1974,11,4199.33,0.9,,4199.33,18.5325893454384,976232.05,970473.32,18.3766462540596,0.08977945730652,0.21918912648462002,0.1530254924123398
299,1974-12-01,1974,12,4199.4,1.34,,4199.4,18.6168025281216,979291.94,976232.05,18.5325893454384,0.13446483584213,0.28565122139532,0.33590287455425105
300,1975-01-01,1975,1,4199.55,1.28,,4199.55,18.7984945021656,986042.85,979291.94,18.6168025281216,0.12884661569612801,0.30885240107646006,0.2560070427285889
301,1975-02-01,1975,2,4199.73,1.24,,4199.73,19.0185352460616,994149.68,986042.85,18.7984945021656,0.12568062724385998,0.27889858447452004,0.18453846782237984
302,1975-03-01,1975,3,4200.08,3.44,,4200.08,19.4532847698576,1029262.5,994149.68,19.0185352460616,0.35152894088876807,0.44935862778828,0.36613804488104884
303,1975-04-01,1975,4,4200.52,2.46,,4200.52,20.0176451896752,1052686.1,1029262.5,19.4532847698576,0.2602628152425,0.51078071108418,0.20668310650907873
304,1975-05-01,1975,5,4201.02,2.58,,4201.02,20.6750142816684,1079054.27,1052686.1,20.0176451896752,0.27917045888502,0.8641417972560003,0.48594316414782274
305,1975-06-01,1975,6,4201.45,1.81,,4201.45,21.2584703780532,1112254.48,1079054.27,20.6750142816684,0.200757939028073,0.7302830033390401,0.3475848459823155
306,1975-07-01,1975,7,4201.42,0.28,,4201.42,21.2169641707668,1110818.05,1112254.48,21.2584703780532,0.032012018639776,0.31294068234264,0.3864589082688147
307,1975-08-01,1975,8,4200.9,0.1,,4200.9,20.5156017687588,1072905.27,1110818.05,21.2169641707668,0.01141809873595,0.16441692259116003,0.8771974233351081
308,1975-09-01,1975,9,4200.3,0.08,,4200.3,19.7336167333344,1039305.06,1072905.27,20.5156017687588,0.008822714616264,0.22605186074652,1.0168596107871852
309,1975-10-01,1975,10,4199.95,1.91,,4199.95,19.2899685887832,1004483.52,1039305.06,19.7336167333344,0.20404561919423397,0.45913037846279997,1.1068241422082326
310,1975-11-01,1975,11,4200.15,1.71,,4200.15,19.5420722267772,1032496.04,1004483.52,19.2899685887832,0.17655897234556797,0.48193520771598,0.4063905420675467
311,1975-12-01,1975,12,4200.38,1.03,,4200.38,19.8364404155616,1042702.74,1032496.04,19.5420722267772,0.109314175990148,0.4246748039136601,0.23962079111940734
312,1976-01-01,1976,1,4200.65,0.63,,4200.65,20.186824508238,1059314.44,1042702.74,19.8364404155616,0.067523031226098,0.39381084929196003,0.11094978784165949
313,1976-02-01,1976,2,4200.95,1.9,,4200.95,20.5822374667284,1075491.28,1059314.44,20.186824508238,0.20688516944643998,0.41057989764528,0.2220521086013203
314,1976-03-01,1976,3,4201.35,1.9,,4201.35,21.1214570601816,1106887.49,1075491.28,20.5822374667284,0.21004452247528,0.5904520403193,0.26127696934137695
315,1976-04-01,1976,4,4201.75,2.47,,4201.75,21.6729211999032,1127771.84,1106887.49,21.1214570601816,0.281029103789837,0.7635275071360801,0.493092471204317
316,1976-05-01,1976,5,4202.15,0.99,,4202.15,22.2336682140696,1147854.76,1127771.84,21.6729211999032,0.11476443075926401,0.6771108808028999,0.23112829739576665
317,1976-06-01,1976,6,4202.12,1.24,,4202.12,22.19154854784,1144315.73,1147854.76,22.2336682140696,0.146305108567696,0.26288553786342006,0.45131031266071614
318,1976-07-01,1976,7,4201.7,1.55,,4201.7,21.6037045190424,1125616.42,1144315.73,22.19154854784,0.18231753152438504,0.07100789179434,0.8411694521163233
319,1976-08-01,1976,8,4201.08,0.82,,4201.08,20.7554129274516,1090869.7,1125616.42,21.6037045190424,0.09487573168567598,0.10331289828066001,1.0464802215571323
320,1976-09-01,1976,9,4200.6,0.16,,4200.6,20.121825403867202,1056770.48,1090869.7,20.7554129274516,0.01794087943408,0.17430855703710002,0.8258369600555804
321,1976-10-01,1976,10,4200.4,0.57,,4200.4,19.862199301749598,1043601.84,1056770.48,20.121825403867202,0.06191649945434399,0.26649917725908,0.5880417788310258
322,1976-11-01,1976,11,4200.33,0.03,,4200.33,19.7724490273464,1040607.85,1043601.84,19.862199301749598,0.0032181549940079996,0.2633406068733001,0.3563090362705085
323,1976-12-01,1976,12,4200.35,0.08,,4200.35,19.798155330282,1041405.34,1040607.85,19.7724490273464,0.008557126472120001,0.2726254826394,0.2554763061759182
324,1977-01-01,1977,1,4200.48,0.76,,4200.48,19.9657016570076,1050786.17,1041405.34,19.798155330282,0.08135500172293601,0.26460305638458,0.1784117313819178
325,1977-02-01,1977,2,4200.55,0.64,,4200.55,20.056348659036,1054165.31,1050786.17,19.9657016570076,0.069126598665152,0.17342288509314002,0.15190248172989362
326,1977-03-01,1977,3,4200.7,3.1,,4200.7,20.252623327032,1061992.09,1054165.31,20.056348659036,0.3359087218661901,0.20777570212392002,0.3474097559941097
327,1977-04-01,1977,4,4200.75,0.59,,4200.75,20.3179427044848,1064499.26,1061992.09,20.252623327032,0.064405678489349,0.12403321787568,0.12311951891222976
328,1977-05-01,1977,5,4200.58,4.76,,4200.58,20.0957427538488,1055708.87,1064499.26,20.3179427044848,0.520838623732504,0.10992852517698001,0.8529670995454801
329,1977-06-01,1977,6,4200.65,0.06,,4200.65,20.186824508238,1059314.44,1055708.87,20.0957427538488,0.006510978884838001,0.044175946464480004,-0.040394829039881494
330,1977-07-01,1977,7,4200.1,0.61,,4200.1,19.4787123063132,1030250.56,1059314.44,20.186824508238,0.066421028085436,0.041988679287960004,0.816521909298195
331,1977-08-01,1977,8,4199.52,1.85,,4199.52,18.7622937637248,984681.46,1030250.56,19.4787123063132,0.19591399186544003,0.07000478268653999,0.9823373171403809
332,1977-09-01,1977,9,4199.12,1.85,,4199.12,18.280962903852,966932.72,984681.46,18.7622937637248,0.18724850345579,0.10932176649714001,0.7779011298257286
333,1977-10-01,1977,10,4198.85,0.8300000000000001,,4198.85,17.96101558392,954273.06,966932.72,18.280962903852,0.082494541859704,0.06934664524752,0.47178850703922415
334,1977-11-01,1977,11,4198.67,1.2,,4198.67,17.749947827288402,945138.53,954273.06,17.96101558392,0.11770767340488,0.13263549012696,0.46141092016344015
335,1977-12-01,1977,12,4198.67,1.42,,4198.67,17.749947827288402,945138.53,945138.53,17.749947827288402,0.137954121088154,0.15212761271682,0.2900817338049731
336,1978-01-01,1978,1,4198.83,2.33,,4198.83,17.937465761733602,953229.97,945138.53,17.749947827288402,0.22636133953197102,0.18171443818176003,0.22055784326853128
337,1978-02-01,1978,2,4199.2,1.96,,4199.2,18.3766462540596,970473.32,953229.97,17.937465761733602,0.192045716887948,0.19394992268934,-0.053184852748710834
338,1978-03-01,1978,3,4199.52,3.47,,4199.52,18.7622937637248,984681.46,970473.32,18.3766462540596,0.346149685392916,0.3535201156645201,0.3140222913922359
